,word,annotation_level1_Dieuwertje,annotation_level2_Dieuwertje,annotation_level3_Dieuwertje,annotation_level1_Thirza,annotation_level2_Thirza,annotation_level3_Thirza,annotation_Dieuwertje_total,annotation_Thirza_total
11351,„,O,O,O,O,O,O,O,O
11352,te,O,O,O,O,O,O,O,O
11353,doenlijk,O,O,O,O,O,O,O,O
11354,beginnen,O,O,O,O,O,O,O,O
11355,",",O,O,O,O,O,O,O,O
11356,met,O,O,O,O,O,O,O,O
11357,.,O,O,O,O,O,O,O,O
11358,Den,O,O,O,O,O,O,O,O
11359,19,O,O,O,O,O,O,O,O
11360,:,O,O,O,O,O,O,O,O
11361,',O,O,O,O,O,O,O,O
11362,Februarij,O,O,O,O,O,O,O,O
11363,Donderdag,O,O,O,O,O,O,O,O
11364,",",O,O,O,O,O,O,O,O
11365,wanneer,O,O,O,O,O,O,O,O
11366,wij,O,O,O,O,O,O,O,O
11367,de,O,O,O,O,O,O,O,O
11368,eere,O,O,O,O,O,O,O,O
11369,hadden,O,O,O,O,O,O,O,O
11370,van,O,O,O,O,O,O,O,O
11371,nevens,O,O,O,O,O,O,O,O
11372,de,O,O,O,O,O,O,O,O
11373,keijserl,O,O,O,O,O,O,O,O
11374,:,O,O,O,O,O,O,O,O
11375,brief,O,O,O,O,O,O,O,O
11376,en,O,O,O,O,O,O,O,O
11377,schenkagie,O,O,O,O,O,O,O,O
11378,goederen,O,O,O,O,O,O,O,O
11379,",",O,O,O,O,O,O,O,O
11380,met,O,O,O,O,O,O,O,O
11381,alle,O,O,O,O,O,O,O,O
11382,gewoone,O,O,O,O,O,O,O,O
11383,statie,O,O,O,O,O,O,O,O
11384,en,O,O,O,O,O,O,O,O
11385,swier,O,O,O,O,O,O,O,O
11386,door,O,O,O,O,O,O,O,O
11387,uwel,O,O,O,O,O,O,O,O
11388,Edele,O,O,O,O,O,O,O,O
11389,groot,O,O,O,O,O,O,O,O
11390,agtb,O,O,O,O,O,O,O,O
11391,:,O,O,O,O,O,O,O,O
11392,uijt,O,O,O,O,O,O,O,O
11393,',O,O,O,O,O,O,O,O
11394,t,O,O,O,O,O,O,O,O
11395,Casteel,O,O,O,O,O,O,O,O
11396,Colombo,O,O,O,O,O,O,O,O
11397,",",O,O,O,O,O,O,O,O
11398,naar,O,O,O,O,O,O,O,O
11399,',O,O,O,O,O,O,O,O
11400,t,O,O,O,O,O,O,O,O
11401,pas,O,O,O,O,O,O,O,O
11402,naklegam,O,O,O,O,O,O,O,O
11403,geleijd,O,O,O,O,O,O,O,O
11404,en,O,O,O,O,O,O,O,O
11405,aldaar,O,O,O,O,O,O,O,O
11406,ne,O,O,O,O,O,O,O,O
11407,„,O,O,O,O,O,O,O,O
11408,„,O,O,O,O,O,O,O,O
11409,vens,O,O,O,O,O,O,O,O
11410,alle,O,O,O,O,O,O,O,O
11411,de,O,O,O,O,O,O,O,O
11412,verdere,O,O,O,O,O,O,O,O
11413,heeren,O,O,O,O,O,O,O,O
11414,statieuslijk,O,O,O,O,O,O,O,O
11415,onthaald,O,O,O,O,O,O,O,O
11416,zijnde,O,O,O,O,O,O,O,O
11417,",",O,O,O,O,O,O,O,O
11418,ons,O,O,O,O,O,O,O,O
11419,afscheijd,O,O,O,O,O,O,O,O
11420,en,O,O,O,O,O,O,O,O
11421,depeche,O,O,O,O,O,O,O,O
11422,op,O,O,O,O,O,O,O,O
11423,een,O,O,O,O,O,O,O,O
11424,minsame,O,O,O,O,O,O,O,O
11425,wijse,O,O,O,O,O,O,O,O
11426,te,O,O,O,O,O,O,O,O
11427,erlangen,O,O,O,O,O,O,O,O
11428,in,O,O,O,O,O,O,O,O
11429,compagnie,O,O,O,O,O,O,O,O
11430,van,O,O,O,O,O,O,O,O
11431,d,O,O,O,O,O,O,O,O
11432,E,O,O,O,O,O,O,O,O
11433,:,O,O,O,O,O,O,O,O
11434,s,O,O,O,O,O,O,O,O
11435,Adriaan,O,O,O,O,O,O,O,O
11436,verdonk,O,O,O,O,O,O,O,O
11437,waarnemende,O,O,O,O,O,O,O,O
11438,de,O,O,O,O,O,O,O,O
11439,Colombose,O,O,O,O,O,O,O,O
11440,dessavonije,O,O,O,O,O,O,O,O
11441,en,O,O,O,O,O,O,O,O
11442,gecommitteerdens,O,O,O,O,O,O,O,O
11443,Jacob,O,O,O,O,O,O,O,O
11444,van,O,O,O,O,O,O,O,O
11445,wognum,O,O,O,O,O,O,O,O
11446,en,O,O,O,O,O,O,O,O
11447,Olivier,O,O,O,O,O,O,O,O
11448,witmond,O,O,O,O,O,O,O,O
11449,",",O,O,O,O,O,O,O,O
11450,onder,O,O,O,O,O,O,O,O
11451,gelijde,O,O,O,O,O,O,O,O
11452,van,O,O,O,O,O,O,O,O
11453,drie,O,O,O,O,O,O,O,O
11454,compagnien,O,O,O,O,O,O,O,O
11455,militairen,O,O,O,O,O,O,O,O
11456,",",O,O,O,O,O,O,O,O
11457,en,O,O,O,O,O,O,O,O
11458,een,O,O,O,O,O,O,O,O
11459,partij,O,O,O,O,O,O,O,O
11460,rantjes,O,O,O,O,O,O,O,O
11461,Lascorijns,O,O,O,O,O,O,O,O
11462,",",O,O,O,O,O,O,O,O
11463,mitsgaders,O,O,O,O,O,O,O,O
11464,een,O,O,O,O,O,O,O,O
11465,een,O,O,O,O,O,O,O,O
11466,Comp,O,O,O,O,O,O,O,O
11467,:,O,O,O,O,O,O,O,O
11468,ruijberije,O,O,O,O,O,O,O,O
11469,pennisten,O,O,O,O,O,O,O,O
11470,gecommandeert,O,O,O,O,O,O,O,O
11471,door,O,O,O,O,O,O,O,O
11472,den,O,O,O,O,O,O,O,O
11473,E,O,O,O,O,O,O,O,O
11474,.,O,O,O,O,O,O,O,O
11475,coopman,O,O,O,O,O,O,O,O
11476,en,O,O,O,O,O,O,O,O
11477,ritmeester,O,O,O,O,O,O,O,O
11478,Pieter,O,O,O,O,O,O,O,O
11479,Camerbeek,O,O,O,O,O,O,O,O
11480,",",O,O,O,O,O,O,O,O
11481,welke,O,O,O,O,O,O,O,O
11482,laatste,O,O,O,O,O,O,O,O
11483,ons,O,O,O,O,O,O,O,O
11484,tot,O,O,O,O,O,O,O,O
11485,aan,O,O,O,O,O,O,O,O
11486,de,O,O,O,O,O,O,O,O
11487,pannebakkerije,O,O,O,O,O,O,O,O
11488,verzelde,O,O,O,O,O,O,O,O
11489,",",O,O,O,O,O,O,O,O
11490,en,O,O,O,O,O,O,O,O
11491,van,O,O,O,O,O,O,O,O
11492,daar,O,O,O,O,O,O,O,O
11493,na,O,O,O,O,O,O,O,O
11494,',O,O,O,O,O,O,O,O
11495,t,O,O,O,O,O,O,O,O
11496,doen,O,O,O,O,O,O,O,O
11497,van,O,O,O,O,O,O,O,O
11498,drie,O,O,O,O,O,O,O,O
11499,chargies,O,O,O,O,O,O,O,O
11500,",",O,O,O,O,O,O,O,O
11501,en,O,O,O,O,O,O,O,O
11502,wederzijds,O,O,O,O,O,O,O,O
11503,een,O,O,O,O,O,O,O,O
11504,geluckige,O,O,O,O,O,O,O,O
11505,reijs,O,O,O,O,O,O,O,O
11506,gewenst,O,O,O,O,O,O,O,O
11507,te,O,O,O,O,O,O,O,O
11508,hebben,O,O,O,O,O,O,O,O
11509,",",O,O,O,O,O,O,O,O
11510,hunne,O,O,O,O,O,O,O,O
11511,marsch,O,O,O,O,O,O,O,O
11512,wederom,O,O,O,O,O,O,O,O
11513,Colombo,O,O,O,O,O,O,O,O
11514,waarts,O,O,O,O,O,O,O,O
11515,voortzetteden,O,O,O,O,O,O,O,O
11516,terwijl,O,O,O,O,O,O,O,O
11517,wij,O,O,O,O,O,O,O,O
11518,mede,O,O,O,O,O,O,O,O
11519,onse,O,O,O,O,O,O,O,O
11520,reijse,O,O,O,O,O,O,O,O
11521,vervolgende,O,O,O,O,O,O,O,O
11522,",",O,O,O,O,O,O,O,O
11523,des,O,O,O,O,O,O,O,O
11524,avonts,O,O,O,O,O,O,O,O
11525,om,O,O,O,O,O,O,O,O
11526,tien,O,O,O,O,O,O,O,O
11527,uuren,O,O,O,O,O,O,O,O
11528,tot,O,O,O,O,O,O,O,O
11529,hangwelle,O,O,O,O,O,O,O,O
11530,aankwamen,O,O,O,O,O,O,O,O
11531,",",O,O,O,O,O,O,O,O
11532,alwaar,O,O,O,O,O,O,O,O
11533,met,O,O,O,O,O,O,O,O
11534,de,O,O,O,O,O,O,O,O
11535,ordinaire,O,O,O,O,O,O,O,O
11536,chergies,O,O,O,O,O,O,O,O
11537,en,O,O,O,O,O,O,O,O
11538,caron,O,O,O,O,O,O,O,O
11539,schooten,O,O,O,O,O,O,O,O
11540,ontfangen,O,O,O,O,O,O,O,O
11541,",",O,O,O,O,O,O,O,O
11542,en,O,O,O,O,O,O,O,O
11543,de,O,O,O,O,O,O,O,O
11544,nagt,O,O,O,O,O,O,O,O
11545,met,O,O,O,O,O,O,O,O
11546,rusten,O,O,O,O,O,O,O,O
11547,doorgebragt,O,O,O,O,O,O,O,O
11548,zijnde,O,O,O,O,O,O,O,O
11549,",",O,O,O,O,O,O,O,O
11550,zijn,O,O,O,O,O,O,O,O
11551,wij,O,O,O,O,O,O,O,O
11552,des,O,O,O,O,O,O,O,O
11553,volgenden,O,O,O,O,O,O,O,O
11554,morgens,O,O,O,O,O,O,O,O
11555,.,O,O,O,O,O,O,O,O
11556,Den,O,O,O,O,O,O,O,O
11557,20,O,O,O,O,O,O,O,O
11558,:,O,O,O,O,O,O,O,O
11559,',O,O,O,O,O,O,O,O
11560,februarij,O,O,O,O,O,O,O,O
11561,vrijdagh,O,O,O,O,O,O,O,O
11562,met,O,O,O,O,O,O,O,O
11563,alle,O,O,O,O,O,O,O,O
11564,eere,O,O,O,O,O,O,O,O
11565,en,O,O,O,O,O,O,O,O
11566,sta,O,O,O,O,O,O,O,O
11567,„,O,O,O,O,O,O,O,O
11568,„,O,O,O,O,O,O,O,O
11569,tie,O,O,O,O,O,O,O,O
11570,ten,O,O,O,O,O,O,O,O
11571,halv,O,O,O,O,O,O,O,O
11572,zeven,O,O,O,O,O,O,O,O
11573,uren,O,O,O,O,O,O,O,O
11574,wederom,O,O,O,O,O,O,O,O
11575,van,O,O,O,O,O,O,O,O
11576,daar,O,O,O,O,O,O,O,O
11577,vertrocken,O,O,O,O,O,O,O,O
11578,",",O,O,O,O,O,O,O,O
11579,en,O,O,O,O,O,O,O,O
11580,',O,O,O,O,O,O,O,O
11581,s,O,O,O,O,O,O,O,O
11582,middags,O,O,O,O,O,O,O,O
11583,ten,O,O,O,O,O,O,O,O
11584,twaalf,O,O,O,O,O,O,O,O
11585,uren,O,O,O,O,O,O,O,O
11586,aan,O,O,O,O,O,O,O,O
11587,',O,O,O,O,O,O,O,O
11588,s,O,O,O,O,O,O,O,O
11589,Comp,O,O,O,O,O,O,O,O
11590,:,O,O,O,O,O,O,O,O
11591,s,O,O,O,O,O,O,O,O
11592,rusthuijs,O,O,O,O,O,O,O,O
11593,aan,O,O,O,O,O,O,O,O
11594,dees,O,O,O,O,O,O,O,O
11595,zijde,O,O,O,O,O,O,O,O
11596,sitavaque,O,O,O,O,O,O,O,O
11597,",",O,O,O,O,O,O,O,O
11598,awisawelle,O,O,O,O,O,O,O,O
11599,gen,O,O,O,O,O,O,O,O
11600,:,O,O,O,O,O,O,O,O
11601,t,O,O,O,O,O,O,O,O
11602,knop,O,O,O,O,O,O,O,O
11603,gen,O,O,O,O,O,O,O,O
11604,:,O,O,O,O,O,O,O,O
11605,t,O,O,O,O,O,O,O,O
11606,aangekomen,O,O,O,O,O,O,O,O
11607,werdende,O,O,O,O,O,O,O,O
11608,egter,O,O,O,O,O,O,O,O
11609,op,O,O,O,O,O,O,O,O
11610,den,O,O,O,O,O,O,O,O
11611,weg,O,O,O,O,O,O,O,O
11612,",",O,O,O,O,O,O,O,O
11613,niet,O,O,O,O,O,O,O,O
11614,heel,O,O,O,O,O,O,O,O
11615,verre,O,O,O,O,O,O,O,O
11616,van,O,O,O,O,O,O,O,O
11617,gem,O,O,O,O,O,O,O,O
11618,:,O,O,O,O,O,O,O,O
11619,rust,O,O,O,O,O,O,O,O
11620,plaatse,O,O,O,O,O,O,O,O
11621,gerecipieert,O,O,O,O,O,O,O,O
11622,door,O,O,O,O,O,O,O,O
11623,den,O,O,O,O,O,O,O,O
11624,mohotiaar,O,O,O,O,O,O,O,O
11625,der,O,O,O,O,O,O,O,O
11626,3,O,O,O,O,O,O,O,O
11627,.,O,O,O,O,O,O,O,O
11628,corle,O,O,O,O,O,O,O,O
11629,t,O,O,O,O,O,O,O,O
11630,mindere,O,O,O,O,O,O,O,O
11631,hoofden,O,O,O,O,O,O,O,O
11632,die,O,O,O,O,O,O,O,O
11633,ons,O,O,O,O,O,O,O,O
11634,na,O,O,O,O,O,O,O,O
11635,enige,O,O,O,O,O,O,O,O
11636,verseld,O,O,O,O,O,O,O,O
11637,van,O,O,O,O,O,O,O,O
11638,enige,O,O,O,O,O,O,O,O
11639,„,O,O,O,O,O,O,O,O
11640,wederzijdse,O,O,O,O,O,O,O,O
11641,complimen,O,O,O,O,O,O,O,O
11642,„,O,O,O,O,O,O,O,O
11643,ten,O,O,O,O,O,O,O,O
11644,tot,O,O,O,O,O,O,O,O
11645,aangem,O,O,O,O,O,O,O,O
11646,:,O,O,O,O,O,O,O,O
11647,rusthuijs,O,O,O,O,O,O,O,O
11648,verzeld,O,O,O,O,O,O,O,O
11649,",",O,O,O,O,O,O,O,O
11650,en,O,O,O,O,O,O,O,O
11651,wij,O,O,O,O,O,O,O,O
11652,gem,O,O,O,O,O,O,O,O
11653,:,O,O,O,O,O,O,O,O
11654,mohotiaar,O,O,O,O,O,O,O,O
11655,op,O,O,O,O,O,O,O,O
11656,desselfs,O,O,O,O,O,O,O,O
11657,verbek,O,O,O,O,O,O,O,O
11658,gepermitteerd,O,O,O,O,O,O,O,O
11659,hebbende,O,O,O,O,O,O,O,O
11660,",",O,O,O,O,O,O,O,O
11661,de,O,O,O,O,O,O,O,O
11662,schenkagie,O,O,O,O,O,O,O,O
11663,goe,O,O,O,O,O,O,O,O
11664,„,O,O,O,O,O,O,O,O
11665,deren,O,O,O,O,O,O,O,O
11666,",",O,O,O,O,O,O,O,O
11667,uijt,O,O,O,O,O,O,O,O
11668,genomen,O,O,O,O,O,O,O,O
11669,de,O,O,O,O,O,O,O,O
11670,paarden,An,Org,Lit,An,Org,Lit,An-Org-Lit,An-Org-Lit
11671,",",O,O,O,O,O,O,O,O
11672,valken,An,Org,Lit,An,Org,Lit,An-Org-Lit,An-Org-Lit
11673,philanders,O,O,O,An,Org,Lit,O,An-Org-Lit
11674,",",O,O,O,O,O,O,O,O
11675,en,O,O,O,O,O,O,O,O
11676,casuarissen,An,Org,Lit,An,Org,Lit,An-Org-Lit,An-Org-Lit
11677,",",O,O,O,O,O,O,O,O
11678,over,O,O,O,O,O,O,O,O
11679,de,O,O,O,O,O,O,O,O
11680,rivie,O,O,O,O,O,O,O,O
11681,in,O,O,O,O,O,O,O,O
11682,',O,O,O,O,O,O,O,O
11683,sconings,O,O,O,O,O,O,O,O
11684,gebied,O,O,O,O,O,O,O,O
11685,te,O,O,O,O,O,O,O,O
11686,laten,O,O,O,O,O,O,O,O
11687,brengen,O,O,O,O,O,O,O,O
11688,",",O,O,O,O,O,O,O,O
11689,begaven,O,O,O,O,O,O,O,O
11690,w,O,O,O,O,O,O,O,O
11691,',O,O,O,O,O,O,O,O
11692,ons,O,O,O,O,O,O,O,O
11693,na,O,O,O,O,O,O,O,O
11694,dat,O,O,O,O,O,O,O,O
11695,alles,O,O,O,O,O,O,O,O
11696,eerst,O,O,O,O,O,O,O,O
11697,behoor,O,O,O,O,O,O,O,O
11698,„,O,O,O,O,O,O,O,O
11699,„,O,O,O,O,O,O,O,O
11700,lijk,O,O,O,O,O,O,O,O
11701,overgebragt,O,O,O,O,O,O,O,O
11702,en,O,O,O,O,O,O,O,O
11703,',O,O,O,O,O,O,O,O
11704,t,O,O,O,O,O,O,O,O
11705,middagmaal,O,O,O,O,O,O,O,O
11706,me,O,O,O,O,O,O,O,O
11707,de,O,O,O,O,O,O,O,O
11708,heeren,O,O,O,O,O,O,O,O
11709,gecommitteerdens,O,O,O,O,O,O,O,O
11710,gehouden,O,O,O,O,O,O,O,O
11711,was,O,O,O,O,O,O,O,O
11712,",",O,O,O,O,O,O,O,O
11713,met,O,O,O,O,O,O,O,O
11714,de,O,O,O,O,O,O,O,O
11715,keijserl,O,O,O,O,O,O,O,O
11716,:,O,O,O,O,O,O,O,O
11717,brief,O,O,O,O,O,O,O,O
11718,op,O,O,O,O,O,O,O,O
11719,',O,O,O,O,O,O,O,O
11720,t,O,O,O,O,O,O,O,O
11721,hoofd,O,O,O,O,O,O,O,O
11722,van,O,O,O,O,O,O,O,O
11723,den,O,O,O,O,O,O,O,O
11724,eersten,O,O,O,O,O,O,O,O
11725,gezant,O,O,O,O,O,O,O,O
11726,Agreen,O,O,O,O,O,O,O,O
11727,",",O,O,O,O,O,O,O,O
11728,en,O,O,O,O,O,O,O,O
11729,',O,O,O,O,O,O,O,O
11730,t,O,O,O,O,O,O,O,O
11731,kisje,O,O,O,O,O,O,O,O
11732,met,O,O,O,O,O,O,O,O
11733,paarlen,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
11734,gedragen,O,O,O,O,O,O,O,O
11735,door,O,O,O,O,O,O,O,O
11736,een,O,O,O,O,O,O,O,O
11737,appoehamij,O,O,O,O,O,O,O,O
11738,",",O,O,O,O,O,O,O,O
11739,insgelijks,O,O,O,O,O,O,O,O
11740,over,O,O,O,O,O,O,O,O
11741,de,O,O,O,O,O,O,O,O
11742,rivier,O,O,O,O,O,O,O,O
11743,te,O,O,O,O,O,O,O,O
11744,„,O,O,O,O,O,O,O,O
11745,wijl,O,O,O,O,O,O,O,O
11746,ons,O,O,O,O,O,O,O,O
11747,de,O,O,O,O,O,O,O,O
11748,zo,O,O,O,O,O,O,O,O
11749,evengem,O,O,O,O,O,O,O,O
11750,:,O,O,O,O,O,O,O,O
11751,heeren,O,O,O,O,O,O,O,O
11752,ge,O,O,O,O,O,O,O,O
11753,„,O,O,O,O,O,O,O,O
11754,„,O,O,O,O,O,O,O,O
11755,committeerdens,O,O,O,O,O,O,O,O
11756,en,O,O,O,O,O,O,O,O
11757,militaire,O,O,O,O,O,O,O,O
11758,offi,O,O,O,O,O,O,O,O
11759,„,O,O,O,O,O,O,O,O
11760,cieren,O,O,O,O,O,O,O,O
11761,met,O,O,O,O,O,O,O,O
11762,hunne,O,O,O,O,O,O,O,O
11763,compagnien,O,O,O,O,O,O,O,O
11764,",",O,O,O,O,O,O,O,O
11765,tot,O,O,O,O,O,O,O,O
11766,aan,O,O,O,O,O,O,O,O
11767,tot,O,O,O,O,O,O,O,O
11768,aan,O,O,O,O,O,O,O,O
11769,den,O,O,O,O,O,O,O,O
11770,oever,O,O,O,O,O,O,O,O
11771,verzelden,O,O,O,O,O,O,O,O
11772,",",O,O,O,O,O,O,O,O
11773,en,O,O,O,O,O,O,O,O
11774,aldaar,O,O,O,O,O,O,O,O
11775,",",O,O,O,O,O,O,O,O
11776,een,O,O,O,O,O,O,O,O
11777,vrindelijk,O,O,O,O,O,O,O,O
11778,afscheijd,O,O,O,O,O,O,O,O
11779,genomen,O,O,O,O,O,O,O,O
11780,",",O,O,O,O,O,O,O,O
11781,en,O,O,O,O,O,O,O,O
11782,drie,O,O,O,O,O,O,O,O
11783,salvos,O,O,O,O,O,O,O,O
11784,gedaan,O,O,O,O,O,O,O,O
11785,hebbende,O,O,O,O,O,O,O,O
11786,",",O,O,O,O,O,O,O,O
11787,terug,O,O,O,O,O,O,O,O
11788,trocken,O,O,O,O,O,O,O,O
11789,;,O,O,O,O,O,O,O,O
11790,gaande,O,O,O,O,O,O,O,O
11791,wij,O,O,O,O,O,O,O,O
11792,alzo,O,O,O,O,O,O,O,O
11793,met,O,O,O,O,O,O,O,O
11794,de,O,O,O,O,O,O,O,O
11795,gen,O,O,O,O,O,O,O,O
11796,:,O,O,O,O,O,O,O,O
11797,candiase,O,O,O,O,O,O,O,O
11798,hoofden,O,O,O,O,O,O,O,O
11799,naar,O,O,O,O,O,O,O,O
11800,',O,O,O,O,O,O,O,O
11801,t,O,O,O,O,O,O,O,O
11802,logement,O,O,O,O,O,O,O,O
11803,",",O,O,O,O,O,O,O,O
11804,niet,O,O,O,O,O,O,O,O
11805,verre,O,O,O,O,O,O,O,O
11806,van,O,O,O,O,O,O,O,O
11807,de,O,O,O,O,O,O,O,O
11808,rivier,O,O,O,O,O,O,O,O
11809,alwaar,O,O,O,O,O,O,O,O
11810,wij,O,O,O,O,O,O,O,O
11811,bij,O,O,O,O,O,O,O,O
11812,aankomste,O,O,O,O,O,O,O,O
11813,de,O,O,O,O,O,O,O,O
11814,keijserl,O,O,O,O,O,O,O,O
11815,:,O,O,O,O,O,O,O,O
11816,k,O,O,O,O,O,O,O,O
11817,brief,O,O,O,O,O,O,O,O
11818,en,O,O,O,O,O,O,O,O
11819,',O,O,O,O,O,O,O,O
11820,t,O,O,O,O,O,O,O,O
11821,kisje,O,O,O,O,O,O,O,O
11822,met,O,O,O,O,O,O,O,O
11823,paarlen,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
11824,in,O,O,O,O,O,O,O,O
11825,een,O,O,O,O,O,O,O,O
11826,Expres,O,O,O,O,O,O,O,O
11827,daar,O,O,O,O,O,O,O,O
11828,toe,O,O,O,O,O,O,O,O
11829,staande,O,O,O,O,O,O,O,O
11830,huijsje,O,O,O,O,O,O,O,O
11831,geborgen,O,O,O,O,O,O,O,O
11832,",",O,O,O,O,O,O,O,O
11833,en,O,O,O,O,O,O,O,O
11834,de,O,O,O,O,O,O,O,O
11835,schenkagie,O,O,O,O,O,O,O,O
11836,goederen,O,O,O,O,O,O,O,O
11837,alle,O,O,O,O,O,O,O,O
11838,wel,O,O,O,O,O,O,O,O
11839,geconditioneerd,O,O,O,O,O,O,O,O
11840,bevonden,O,O,O,O,O,O,O,O
11841,",",O,O,O,O,O,O,O,O
11842,hebbende,O,O,O,O,O,O,O,O
11843,zo,O,O,O,O,O,O,O,O
11844,zijn,O,O,O,O,O,O,O,O
11845,meermaals,O,O,O,O,O,O,O,O
11846,gen,O,O,O,O,O,O,O,O
11847,:,O,O,O,O,O,O,O,O
11848,de,O,O,O,O,O,O,O,O
11849,hoofden,O,O,O,O,O,O,O,O
11850,na,O,O,O,O,O,O,O,O
11851,een,O,O,O,O,O,O,O,O
11852,igelijk,O,O,O,O,O,O,O,O
11853,onzer,O,O,O,O,O,O,O,O
11854,",",O,O,O,O,O,O,O,O
11855,zijn,O,O,O,O,O,O,O,O
11856,quartier,O,O,O,O,O,O,O,O
11857,aan,O,O,O,O,O,O,O,O
11858,„,O,O,O,O,O,O,O,O
11859,„,O,O,O,O,O,O,O,O
11860,gewesen,O,O,O,O,O,O,O,O
11861,",",O,O,O,O,O,O,O,O
11862,en,O,O,O,O,O,O,O,O
11863,een,O,O,O,O,O,O,O,O
11864,minzaam,O,O,O,O,O,O,O,O
11865,afscheijt,O,O,O,O,O,O,O,O
11866,genomen,O,O,O,O,O,O,O,O
11867,te,O,O,O,O,O,O,O,O
11868,hebben,O,O,O,O,O,O,O,O
11869,",",O,O,O,O,O,O,O,O
11870,van,O,O,O,O,O,O,O,O
11871,ons,O,O,O,O,O,O,O,O
11872,weggegaan,O,O,O,O,O,O,O,O
11873,gelijk,O,O,O,O,O,O,O,O
11874,wij,O,O,O,O,O,O,O,O
11875,niet,O,O,O,O,O,O,O,O
11876,nagelaten,O,O,O,O,O,O,O,O
11877,hebben,O,O,O,O,O,O,O,O
11878,uwel,O,O,O,O,O,O,O,O
11879,Edele,O,O,O,O,O,O,O,O
11880,groot,O,O,O,O,O,O,O,O
11881,agtb,O,O,O,O,O,O,O,O
11882,:,O,O,O,O,O,O,O,O
11883,onse,O,O,O,O,O,O,O,O
11884,aankom,O,O,O,O,O,O,O,O
11885,„,O,O,O,O,O,O,O,O
11886,„,O,O,O,O,O,O,O,O
11887,ste,O,O,O,O,O,O,O,O
11888,alhier,O,O,O,O,O,O,O,O
11889,ten,O,O,O,O,O,O,O,O
11890,eersten,O,O,O,O,O,O,O,O
11891,bij,O,O,O,O,O,O,O,O
11892,brieve,O,O,O,O,O,O,O,O
11893,op,O,O,O,O,O,O,O,O
11894,',O,O,O,O,O,O,O,O
11895,t,O,O,O,O,O,O,O,O
11896,nedrigste,O,O,O,O,O,O,O,O
11897,tecommuniceeren,O,O,O,O,O,O,O,O
11898,.,O,O,O,O,O,O,O,O
11899,Den,O,O,O,O,O,O,O,O
11900,21,O,O,O,O,O,O,O,O
11901,:,O,O,O,O,O,O,O,O
11902,e,O,O,O,O,O,O,O,O
11903,februarij,O,O,O,O,O,O,O,O
11904,saterdag,O,O,O,O,O,O,O,O
11905,niets,O,O,O,O,O,O,O,O
11906,voorgevallen,O,O,O,O,O,O,O,O
11907,Den,O,O,O,O,O,O,O,O
11908,cerle,O,O,O,O,O,O,O,O
11909,903,O,O,O,O,O,O,O,O
11910,valken,An,Org,Lit,O,O,O,An-Org-Lit,O
11911,vier,O,O,O,O,O,O,O,O
11912,Den,O,O,O,O,O,O,O,O
11913,22,O,O,O,O,O,O,O,O
11914,:,O,O,O,O,O,O,O,O
11915,e,O,O,O,O,O,O,O,O
11916,februarij,O,O,O,O,O,O,O,O
11917,sondag,O,O,O,O,O,O,O,O
11918,hebben,O,O,O,O,O,O,O,O
11919,wij,O,O,O,O,O,O,O,O
11920,bij,O,O,O,O,O,O,O,O
11921,onse,O,O,O,O,O,O,O,O
11922,onderdanige,O,O,O,O,O,O,O,O
11923,letteren,O,O,O,O,O,O,O,O
11924,uwel,O,O,O,O,O,O,O,O
11925,Edele,O,O,O,O,O,O,O,O
11926,groot,O,O,O,O,O,O,O,O
11927,agtb,O,O,O,O,O,O,O,O
11928,:,O,O,O,O,O,O,O,O
11929,bekend,O,O,O,O,O,O,O,O
11930,gemaakt,O,O,O,O,O,O,O,O
11931,",",O,O,O,O,O,O,O,O
11932,de,O,O,O,O,O,O,O,O
11933,gesteltheijd,O,O,O,O,O,O,O,O
11934,van,O,O,O,O,O,O,O,O
11935,de,O,O,O,O,O,O,O,O
11936,kas,O,O,O,O,O,O,O,O
11937,in,O,O,O,O,O,O,O,O
11938,welke,O,O,O,O,O,O,O,O
11939,een,O,O,O,O,O,O,O,O
11940,kleen,O,O,O,O,O,O,O,O
11941,scheepje,O,O,O,O,O,O,O,O
11942,tot,O,O,O,O,O,O,O,O
11943,geschenk,O,O,O,O,O,O,O,O
11944,aan,O,O,O,O,O,O,O,O
11945,sijne,O,O,O,O,O,O,O,O
11946,maijesteijt,O,O,O,O,O,O,O,O
11947,was,O,O,O,O,O,O,O,O
11948,afgepakt,O,O,O,O,O,O,O,O
11949,;,O,O,O,O,O,O,O,O
11950,alzo,O,O,O,O,O,O,O,O
11951,wij,O,O,O,O,O,O,O,O
11952,daags,O,O,O,O,O,O,O,O
11953,tevooren,O,O,O,O,O,O,O,O
11954,",",O,O,O,O,O,O,O,O
11955,bij,O,O,O,O,O,O,O,O
11956,',O,O,O,O,O,O,O,O
11957,t,O,O,O,O,O,O,O,O
11958,afnemen,O,O,O,O,O,O,O,O
11959,der,O,O,O,O,O,O,O,O
11960,vuijle,O,O,O,O,O,O,O,O
11961,linne,O,O,O,O,O,O,O,O
11962,kleeden,O,O,O,O,O,O,O,O
11963,over,O,O,O,O,O,O,O,O
11964,de,O,O,O,O,O,O,O,O
11965,schenka,O,O,O,O,O,O,O,O
11966,„,O,O,O,O,O,O,O,O
11967,„,O,O,O,O,O,O,O,O
